Product Title,Star,Rating,Review,Processor,RAM,ROM,Screen Size,Current Price,MRP,Image Link
Lenovo IdeaPad Gaming 3 Core i5 11th Gen,4,113,15,Intel Core i5 Processor (11th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹66,499","₹93,690",https://rukminim1.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70
MSI Summit E15 Core i7 11th Gen,4,3,2,Intel Core i7 Processor (11th Gen),16 GB DDR4,1 TB SSD,39.62 cm (15.6 inch) Touchscreen,"₹1,34,990","₹1,56,990",https://rukminim1.flixcart.com/image/312/312/kjabs7k0/computer/t/b/a/msi-original-imafywfftpgtxb9f.jpeg?q=70
DELL Inspiron Ryzen 5 Quad Core 3450U,4,318,29,AMD Ryzen 5 Quad Core Processor,8 GB DDR4,256 GB SSD,39.62 cm (15.6 inch),"₹44,990","₹56,573",https://rukminim1.flixcart.com/image/312/312/ku5ufm80/computer/l/i/u/inspiron-3515-thin-and-light-laptop-dell-original-imag7chq58xfqfga.jpeg?q=70
ASUS Vivobook 11 Celeron Dual Core,0,0,0,Intel Celeron Dual Core Processor,4 GB DDR4,29.46 cm (11.6 inch) Display,1 Year On site Manufacturing warranty,"₹24,290","₹28,990",https://rukminim1.flixcart.com/image/312/312/l0cr4i80/computer/i/h/d/e210ma-thin-and-light-laptop-asus-original-imagc5nj6sekuuhx.jpeg?q=70
HP Pavilion 15 Core i7 8th Gen,4.5,55,6,Intel Core i7 Processor (8th Gen),8 GB DDR4,1 TB HDD|128 GB SSD,39.62 cm (15.6 inch),"₹77,990","₹93,246",https://rukminim1.flixcart.com/image/312/312/jkk1hu80/computer/d/s/k/hp-na-gaming-laptop-original-imaf7vvhtgfntamz.jpeg?q=70
acer Swift 3 Core i5 11th Gen Intel EVO,4.4,42,9,Intel Evo platform feat 11th Gen Intel Core i5 processor,Intel Core i5 Processor (11th Gen),64 bit Windows 10 Operating System,512 GB SSD,"₹68,500","₹72,999",https://rukminim1.flixcart.com/image/312/312/kgzg8sw0/computer/f/c/3/acer-na-thin-and-light-laptop-original-imafx3cx7hct39qd.jpeg?q=70
ASUS Pentium Quad Core 10th Gen,0,0,0,Intel Pentium Quad Core Processor (10th Gen),4 GB DDR4,128 GB SSD,33.78 cm (13.3 inch) Touchscreen,"₹37,990","₹74,990",https://rukminim1.flixcart.com/image/312/312/l0mr7gw0/computer/h/o/o/t3300ka-lq121ws-2-in-1-laptop-asus-original-imagcdt6tyv3gygm.jpeg?q=70
RedmiBook Pro Core i5 11th Gen,4.2,"3,166",389,Intel Core i5 Processor (11th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹42,990","₹59,999",https://rukminim1.flixcart.com/image/312/312/kuwzssw0/computer/x/l/a/redmibook-15-pro-thin-and-light-laptop-redmi-original-imag7xhnakyazyma.jpeg?q=70
Lenovo IdeaPad 3 Core i3 11th Gen,4.2,631,50,Intel Core i3 Processor (11th Gen),8 GB DDR4,256 GB SSD,35.56 cm (14 inch),"₹36,990","₹60,890",https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/c/q/t/lenovo-na-thin-and-light-laptop-original-imafuzt873zgp9xe.jpeg?q=70
ASUS Ryzen 7 Quad Core 10th Gen,0,0,0,AMD Ryzen 7 Quad Core Processor (10th Gen),16 GB DDR4,1 TB SSD,39.62 cm (15.6 inch),"₹1,15,736","₹1,79,990",https://rukminim1.flixcart.com/image/312/312/l51d30w0/computer/j/e/5/tuf-a15-gaming-laptop-asus-original-imagft3yegcefztr.jpeg?q=70
DELL XPS 13 Core i7 8th Gen,1.7,3,0,Intel Core i7 Processor (8th Gen),16 GB DDR3,512 GB SSD,33.78 cm (13.3 inch),"₹1,22,490","₹1,39,104",https://rukminim1.flixcart.com/image/312/312/jk01bww0/computer/x/5/z/dell-na-thin-and-light-laptop-original-imaf7fy9v5sbfsxp.jpeg?q=70
ASUS Core i5 12th Gen,0,0,0,Intel Core i5 Processor (12th Gen),16 GB DDR5,512 GB SSD,39.62 cm (15.6 inch),"₹92,990","₹1,14,990",https://rukminim1.flixcart.com/image/312/312/xif0q/computer/m/j/l/k6500ze-l501ws-laptop-asus-original-imaghzudrgbzghbt.jpeg?q=70
HP Omen Core i7 11th Gen,3.3,3,1,Intel Core i7 Processor (11th Gen),16 GB DDR4,1 TB SSD,40.89 cm (16.1 Inch),"₹1,25,500","₹1,57,563",https://rukminim1.flixcart.com/image/312/312/kzn17680/computer/1/i/z/-original-imagbhzqahdzyx4e.jpeg?q=70
Lenovo IdeaPad 3 Core i3 11th Gen,4.2,"3,714",353,Intel Core i3 Processor (11th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹38,000","₹59,390",https://rukminim1.flixcart.com/image/312/312/kruyw7k0/computer/f/i/u/na-thin-and-light-laptop-lenovo-original-imag5jy6fsm2yx4q.jpeg?q=70
Lenovo IdeaPad Gaming Core i5 11th Gen,4.3,"2,169",190,Intel Core i5 Processor (11th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 Inch),"₹53,599","₹76,890",https://rukminim1.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70
Lenovo Ideapad Gaming 3 Ryzen 5 Hexa Core 4600H,4.5,"1,758",254,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4,1 TB HDD|256 GB SSD,39.62 cm (15.6 inch),"₹62,490","₹63,104",https://rukminim1.flixcart.com/image/312/312/kk2wl8w0/computer/f/k/b/na-gaming-laptop-lenovo-original-imafzgdkvx9guy8q.jpeg?q=70
ASUS ROG Flow X13 Ryzen 7 Octa Core AMD R7,0,0,0,AMD Ryzen 7 Octa Core Processor,16 GB LPDDR5,1 TB SSD,34.04 cm (13.4 Inch) Touchscreen,"₹1,47,990","₹1,77,990",https://rukminim1.flixcart.com/image/312/312/l58iaa80/computer/y/w/x/gv301ra-li030ws-thin-and-light-laptop-asus-original-imagfyg7mmnyhfmz.jpeg?q=70
Lenovo IdeaPad Gaming 3 Ryzen 7 Octa Core AMD R7,4.5,304,40,AMD Ryzen 7 Octa Core Processor,8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹74,990","₹1,02,090",https://rukminim1.flixcart.com/image/312/312/xif0q/computer/u/h/h/15ach6-gaming-laptop-lenovo-original-imaggmxtjewnjpeq.jpeg?q=70
Lenovo IdeaPad Gaming 3 Core i5 11th Gen,4.3,294,30,Intel Core i5 Processor (11th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹66,490","₹93,690",https://rukminim1.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70
MSI Stealth GS66 Core i7 12th Gen,0,0,0,Intel Core i7 Processor (12th Gen),32 GB DDR5,1 TB SSD,39.62 cm (15.6 inch),"₹2,85,990","₹3,13,990",https://rukminim1.flixcart.com/image/312/312/xif0q/computer/m/h/r/gs66-12ugs-gaming-laptop-msi-original-imaghcps9hxybhzg.jpeg?q=70
ASUS ROG Flow X13 Ryzen 7 Octa Core 6800HS,0,0,0,AMD Ryzen 7 Octa Core Processor,32 GB LPDDR5,1 TB SSD,34.04 cm (13.4 Inch) Touchscreen,"₹1,67,990","₹2,01,990",https://rukminim1.flixcart.com/image/312/312/l58iaa80/computer/y/w/x/gv301ra-li030ws-thin-and-light-laptop-asus-original-imagfyg7mmnyhfmz.jpeg?q=70
DELL Core i5 11th Gen,4.3,3,0,Intel Core i5 Processor (11th Gen),8 GB DDR4,512 GB SSD,35.56 cm (14 inch) Touchscreen,"₹79,590","₹1,06,082",https://rukminim1.flixcart.com/image/312/312/kqb8pzk0/computer/d/j/c/na-2-in-1-laptop-dell-original-imag4dy68bwtg8j9.jpeg?q=70
DELL Core i7 12th Gen,0,0,0,Intel Core i7 Processor (12th Gen),16 GB LPDDR4,512 GB SSD,33.78 cm (13.3 inch),"₹91,890","₹1,12,400",https://rukminim1.flixcart.com/image/312/312/xif0q/computer/k/h/i/inspiron-laptop-dell-original-imagg9xubhhumghg.jpeg?q=70
Lenovo IdeaPad Gaming 3 Ryzen 5 Hexa Core AMD R5,3.9,8,1,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹69,490","₹95,790",https://rukminim1.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70
ASUS TUF Dash F15 Core i5 11th Gen,4.7,18,0,Intel Core i5 Processor (11th Gen),16 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹90,488","₹1,29,990",https://rukminim1.flixcart.com/image/312/312/l3rmzrk0/computer/h/x/y/-original-imagetjyrgz99fry.jpeg?q=70
MSI Vector GP66 Core i7 12th Gen,0,0,0,Intel Core i7 Processor (12th Gen),16 GB DDR5,1 TB SSD,43.94 cm (17.3 inch),"₹2,05,000","₹2,27,990",https://rukminim1.flixcart.com/image/312/312/xif0q/computer/r/j/m/vector-gp76-12ugso-gaming-laptop-msi-original-imaghbhzzy7gbtsa.jpeg?q=70
acer Swift 5 Core i5 8th Gen,4,15,3,Intel Core i5 Processor (8th Gen),8 GB DDR3,256 GB SSD,35.56 cm (14 inch) Touchscreen,"₹81,998","₹82,799",https://rukminim1.flixcart.com/image/312/312/k3xcdjk0pkrrdj/computer/d/t/b/acer-na-thin-and-light-laptop-original-imafn2vgzdtykznz.jpeg?q=70
DELL Inspiron Core i5 11th Gen,3.6,17,1,Intel Core i5 Processor (11th Gen),16 GB DDR4,512 GB SSD,35.56 cm (14 Inch) Touchscreen,"₹79,490","₹84,900",https://rukminim1.flixcart.com/image/312/312/kqb8pzk0/computer/d/j/c/na-2-in-1-laptop-dell-original-imag4dy68bwtg8j9.jpeg?q=70
Lenovo ThinkBook 13s Core i5 11th Gen,4,82,9,Intel Core i5 Processor (11th Gen),8 GB DDR4,1 TB SSD,33.78 cm (13.3 inch),"₹69,990","₹1,21,608",https://rukminim1.flixcart.com/image/312/312/ktop5e80/computer/x/k/g/thinkbook-13s-thin-and-light-laptop-lenovo-original-imag6zepnbxrwmaf.jpeg?q=70
acer Swift 3 Core i5 11th Gen Intel EVO,4.4,42,9,Intel Evo platform feat 11th Gen Intel Core i5 processor,Intel Core i5 Processor (11th Gen),64 bit Windows 10 Operating System,512 GB SSD,"₹68,500","₹72,999",https://rukminim1.flixcart.com/image/312/312/kgzg8sw0/computer/f/c/3/acer-na-thin-and-light-laptop-original-imafx3cx7hct39qd.jpeg?q=70
acer Core i7 6th Gen,0,0,0,"Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features)",Acer Cooler Master Technology Delivers Heightened Fan Speeds and Cooling Ability,128 GB SSD for Reduced Boot Up Time and In Game Loading,Intel Core i7 Processor (6th Gen),"₹1,16,640",0,https://rukminim1.flixcart.com/image/312/312/computer/k/q/r/acer-predator-notebook-original-imaejmg5gzkf8sth.jpeg?q=70
Lenovo Core i7 10th Gen,0,0,0,Intel Core i7 Processor (10th Gen),16 GB LPDDR3,512 GB SSD,35.56 cm (14 inch),"₹2,14,760",0,https://rukminim1.flixcart.com/image/312/312/kynb6vk0/computer/a/l/e/thinkpad-x1-carbon-thin-and-light-laptop-lenovo-original-imagau8thr96hukh.jpeg?q=70
HP 14s Intel Core i3 11th Gen,4.3,"2,818",306,Intel Core i3 Processor (11th Gen),8 GB DDR4,256 GB SSD,35.56 cm (14 inch),"₹41,590","₹55,562",https://rukminim1.flixcart.com/image/312/312/l0zm64w0/computer/k/h/m/14s-dq2606tu-thin-and-light-laptop-hp-original-imagcnsfnrzvzbs6.jpeg?q=70
RedmiBook Pro Core i5 11th Gen,4.2,"3,166",389,Intel Core i5 Processor (11th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹42,990","₹59,999",https://rukminim1.flixcart.com/image/312/312/kuwzssw0/computer/x/l/a/redmibook-15-pro-thin-and-light-laptop-redmi-original-imag7xhnakyazyma.jpeg?q=70
Lenovo IdeaPad 3 Core i3 11th Gen,4.2,"3,714",353,Intel Core i3 Processor (11th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹38,000","₹59,390",https://rukminim1.flixcart.com/image/312/312/kruyw7k0/computer/f/i/u/na-thin-and-light-laptop-lenovo-original-imag5jy6fsm2yx4q.jpeg?q=70
HP Spectre x360 Core i7 10th Gen,3.3,3,1,Intel Core i7 Processor (10th Gen),16 GB DDR4,512 GB SSD,33.78 cm (13.3 inch) Touchscreen,"₹1,62,990","₹1,92,977",https://rukminim1.flixcart.com/image/312/312/k8ro3gw0/computer/z/p/q/hp-na-original-imafqpnf5tthbuvh.jpeg?q=70
HP OMEN 15 Ryzen 7 Octa Core AMD R7,4.6,589,70,AMD Ryzen 7 Octa Core Processor,16 GB DDR4,1 TB SSD,39.62 cm (15.6 inch),"₹1,12,490","₹1,24,505",https://rukminim1.flixcart.com/image/312/312/kzn17680/computer/1/i/z/-original-imagbhzqahdzyx4e.jpeg?q=70
Lenovo IdeaPad 3 Core i3 11th Gen,4.2,631,50,Intel Core i3 Processor (11th Gen),8 GB DDR4,256 GB SSD,35.56 cm (14 inch),"₹36,990","₹60,890",https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/c/q/t/lenovo-na-thin-and-light-laptop-original-imafuzt873zgp9xe.jpeg?q=70
Lenovo IdeaPad Gaming Core i5 11th Gen,4.3,"2,169",190,Intel Core i5 Processor (11th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 Inch),"₹53,599","₹76,890",https://rukminim1.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70
DELL Inspiron Core i3 12th Gen,3.6,10,4,"Processor: Intel i3-1215U (0.9 GHz up to 4.40 GHz), 6 Cores, 10MB CPU Cache","& Storage: 8GB, 1x8GB, DDR4, 3200MHz, 512GB SSD","Graphics: Integrated, Keyboard: Backlit Keyboard + Fingerprint Reader","Ports: 1 HDMI out 1.4, 1 USB 3.2 Gen 1 Type-A , 2 USB 3.2 Gen 2x2 Type-C with PowerDelivery and Video, 1 3.5mm Headphone/Microphone combination jack, SD Card Reader","₹69,999","₹81,585",https://rukminim1.flixcart.com/image/312/312/l5fnhjk0/computer/4/d/z/inspiron-7420-thin-and-light-laptop-dell-original-imagg45kbtghzthr.jpeg?q=70
MSI Summit E15 Core i7 11th Gen,4,3,2,Intel Core i7 Processor (11th Gen),16 GB DDR4,1 TB SSD,39.62 cm (15.6 inch) Touchscreen,"₹1,34,990","₹1,56,990",https://rukminim1.flixcart.com/image/312/312/kjabs7k0/computer/t/b/a/msi-original-imafywfftpgtxb9f.jpeg?q=70
HP Core i3 6th Gen,4.2,"17,641","3,698",Intel Core i3 Processor (6th Gen),4 GB DDR4,1 TB HDD,39.62 cm (15.6 inch),"₹31,041",0,https://rukminim1.flixcart.com/image/312/312/computer/s/n/f/hp-notebook-original-imaepx7gjttjjdn2.jpeg?q=70
ASUS Pro P5 Core i5 8th Gen,0,0,0,Intel Core i5 Processor (8th Gen),8 GB DDR4,1 TB HDD,35.56 cm (14 inch),"₹81,990",0,https://rukminim1.flixcart.com/image/312/312/kf8kvbk0/computer/f/x/f/asus-original-imafvq243ppg4hax.jpeg?q=70
Lenovo IdeaPad Gaming 3 Ryzen 7 Octa Core AMD R7,4.5,304,40,AMD Ryzen 7 Octa Core Processor,8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹74,990","₹1,02,090",https://rukminim1.flixcart.com/image/312/312/xif0q/computer/u/h/h/15ach6-gaming-laptop-lenovo-original-imaggmxtjewnjpeq.jpeg?q=70
Lenovo IdeaPad Gaming 3 Core i5 11th Gen,4.3,294,30,Intel Core i5 Processor (11th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹66,490","₹93,690",https://rukminim1.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70
Lenovo Ideapad S145 Core i3 10th Gen,4,810,100,Intel Core i3 Processor (10th Gen),8 GB DDR4,256 GB SSD,39.62 cm (15.6 inch),"₹36,490","₹39,956",https://rukminim1.flixcart.com/image/312/312/k9re3rk0/computer/s/b/z/lenovo-laptop-original-imafrhdughbghcek.jpeg?q=70
DELL Inspiron Ryzen 5 Quad Core 3450U,4,318,29,AMD Ryzen 5 Quad Core Processor,8 GB DDR4,256 GB SSD,39.62 cm (15.6 inch),"₹44,990","₹56,573",https://rukminim1.flixcart.com/image/312/312/ku5ufm80/computer/l/i/u/inspiron-3515-thin-and-light-laptop-dell-original-imag7chq58xfqfga.jpeg?q=70
Lenovo IdeaPad Gaming 3 Ryzen 5 Hexa Core AMD R5,3.9,8,1,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹69,490","₹95,790",https://rukminim1.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70
ASUS Vivobook 11 Celeron Dual Core,0,0,0,Intel Celeron Dual Core Processor,4 GB DDR4,29.46 cm (11.6 inch) Display,1 Year On site Manufacturing warranty,"₹24,290","₹28,990",https://rukminim1.flixcart.com/image/312/312/l0cr4i80/computer/i/h/d/e210ma-thin-and-light-laptop-asus-original-imagc5nj6sekuuhx.jpeg?q=70
HP Envy 13 Ryzen 5 Quad Core 3500U,4.3,63,11,AMD Ryzen 5 Quad Core Processor,8 GB DDR4,512 GB SSD,33.78 cm (13.3 inch) Touchscreen,"₹87,900","₹92,000",https://rukminim1.flixcart.com/image/312/312/k4irzbk0/computer/k/g/y/hp-na-2-in-1-laptop-original-imafnetfpdugtsnx.jpeg?q=70
ASUS Pentium Quad Core 10th Gen,0,0,0,Intel Pentium Quad Core Processor (10th Gen),4 GB DDR4,128 GB SSD,33.78 cm (13.3 inch) Touchscreen,"₹37,990","₹74,990",https://rukminim1.flixcart.com/image/312/312/l0mr7gw0/computer/h/o/o/t3300ka-lq121ws-2-in-1-laptop-asus-original-imagcdt6tyv3gygm.jpeg?q=70
DELL Inspiron Core i5 11th Gen,0,0,0,Intel Core i5 Processor (11th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹69,890","₹74,990",https://rukminim1.flixcart.com/image/312/312/l58iaa80/computer/q/s/w/inspiron-3511-laptop-dell-original-imagfycrbnpu2nbh.jpeg?q=70
ASUS Ryzen 7 Octa Core 10th Gen,0,0,0,AMD Ryzen 7 Octa Core Processor (10th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹67,900","₹80,990",https://rukminim1.flixcart.com/image/312/312/xif0q/computer/c/j/t/m6500qh-hn702ws-laptop-asus-original-imaggauyzzrxkkgh.jpeg?q=70
HP Pavilion 15 Core i7 8th Gen,4.5,55,6,Intel Core i7 Processor (8th Gen),8 GB DDR4,1 TB HDD|128 GB SSD,39.62 cm (15.6 inch),"₹77,990","₹93,246",https://rukminim1.flixcart.com/image/312/312/jkk1hu80/computer/d/s/k/hp-na-gaming-laptop-original-imaf7vvhtgfntamz.jpeg?q=70
acer Aspire 5 Core i5 11th Gen,0,0,0,Intel Core i5 Processor (11th Gen),4 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹60,500","₹60,900",https://rukminim1.flixcart.com/image/312/312/kkh6zrk0/computer/t/y/j/acer-original-imafztjtkvtpdave.jpeg?q=70
Avita Liber Core i5 7th Gen,0,0,0,Intel Core i5 Processor (7th Gen),8 GB DDR4,512 GB SSD,33.78 cm (13.3 inch),"₹65,556","₹79,990",https://rukminim1.flixcart.com/image/312/312/jw5a2kw0/computer/6/e/k/avita-na-thin-and-light-laptop-original-imafgw4ffgg62hyb.jpeg?q=70
HP Ryzen 7 Octa Core 6800H,0,0,0,AMD Ryzen 7 Octa Core Processor,16 GB DDR5,1 TB SSD,40.89 cm (16.1 Inch),"₹1,34,990","₹1,42,990",https://rukminim1.flixcart.com/image/312/312/xif0q/computer/c/s/a/16-n0049ax-gaming-laptop-hp-original-imaghwptyggvfjjd.jpeg?q=70
RedmiBook Pro Core i5 11th Gen,4.2,"3,166",389,Intel Core i5 Processor (11th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹42,990","₹59,999",https://rukminim1.flixcart.com/image/312/312/kuwzssw0/computer/x/l/a/redmibook-15-pro-thin-and-light-laptop-redmi-original-imag7xhnakyazyma.jpeg?q=70
Lenovo IdeaPad 3 Core i3 11th Gen,4.2,631,50,Intel Core i3 Processor (11th Gen),8 GB DDR4,256 GB SSD,35.56 cm (14 inch),"₹36,990","₹60,890",https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/c/q/t/lenovo-na-thin-and-light-laptop-original-imafuzt873zgp9xe.jpeg?q=70
DELL Inspiron 3510 Pentium Quad Core 11th Gen,0,0,0,Intel Pentium Quad Core Processor (11th Gen),4 GB DDR4,256 GB SSD,39.62 cm (15.6 inch),"₹35,500","₹40,000",https://rukminim1.flixcart.com/image/312/312/kylvr0w0/computer/x/k/c/inspiron-laptop-dell-original-imagat4jfka6hv5q.jpeg?q=70
MSI Modern 14 Core i3 11th Gen,4.2,165,20,Intel Core i3 Processor (11th Gen),8 GB DDR4,512 GB SSD,35.56 cm (14 inch),"₹41,990","₹55,990",https://rukminim1.flixcart.com/image/312/312/klzhq4w0/computer/s/k/x/na-thin-and-light-laptop-msi-original-imagyzpcazfbmhjp.jpeg?q=70
HP victus Ryzen 5 Hexa Core AMD R5,4.8,6,0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4,512 GB SSD,40.89 cm (16.1 inch),"₹56,950","₹78,900",https://rukminim1.flixcart.com/image/312/312/kzx1a4w0/computer/z/5/o/victus-laptop-hp-original-imagbtheub4n5u8g.jpeg?q=70
Lenovo IdeaPad Gaming 3i Core i5 10th Gen,4.4,908,128,Intel Core i5 Processor (10th Gen),8 GB DDR4,1 TB HDD|256 GB SSD,39.62 cm (15.6 inch),"₹75,090","₹1,09,990",https://rukminim1.flixcart.com/image/312/312/kay9bbk0/computer/b/v/9/lenovo-na-gaming-laptop-original-imafsegfnebzmpac.jpeg?q=70
Lenovo IdeaPad 3 Core i3 11th Gen,4.2,"3,714",353,Intel Core i3 Processor (11th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹38,000","₹59,390",https://rukminim1.flixcart.com/image/312/312/kruyw7k0/computer/f/i/u/na-thin-and-light-laptop-lenovo-original-imag5jy6fsm2yx4q.jpeg?q=70
Lenovo IdeaPad Gaming Core i5 11th Gen,4.3,"2,169",190,Intel Core i5 Processor (11th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 Inch),"₹53,599","₹76,890",https://rukminim1.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70
Avita Liber Core i5 7th Gen,0,0,0,Intel Core i5 Processor (7th Gen),8 GB DDR4,512 GB SSD,33.78 cm (13.3 inch),"₹65,556","₹79,990",https://rukminim1.flixcart.com/image/312/312/k2z1t3k0/computer/j/z/y/avita-na-thin-and-light-laptop-original-imafm7bp6pqed7cz.jpeg?q=70
DELL Ryzen 7 Octa Core 6800H,0,0,0,AMD Ryzen 7 Octa Core Processor,16 GB DDR5,512 GB SSD,39.62 cm (15.6 Inch),"₹1,58,310",0,https://rukminim1.flixcart.com/image/312/312/l45xea80/computer/7/5/r/g15-5525-gaming-laptop-dell-original-imagf4haxvzux68z.jpeg?q=70
Lenovo IdeaPad Gaming 3 Ryzen 7 Octa Core AMD R7,4.5,304,40,AMD Ryzen 7 Octa Core Processor,8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹74,990","₹1,02,090",https://rukminim1.flixcart.com/image/312/312/xif0q/computer/u/h/h/15ach6-gaming-laptop-lenovo-original-imaggmxtjewnjpeq.jpeg?q=70
Lenovo IdeaPad Gaming 3 Core i5 11th Gen,4.3,294,30,Intel Core i5 Processor (11th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹66,490","₹93,690",https://rukminim1.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70
HP OMEN Core i7 11th Gen,5,3,1,Intel Core i7 Processor (11th Gen),16 GB DDR4,1 TB SSD,40.89 cm (16.1 Inch),"₹1,18,000","₹1,38,399",https://rukminim1.flixcart.com/image/312/312/kzn17680/computer/1/i/z/-original-imagbhzqahdzyx4e.jpeg?q=70
HP Laptop with Backlit Keyboard Core i3 11th Gen,4.3,28,2,Intel Core i3 Processor (11th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹46,900","₹51,724",https://rukminim1.flixcart.com/image/312/312/xif0q/computer/l/z/u/15s-fr2512tu-laptop-hp-original-imaggmeygbtemggf.jpeg?q=70
DELL G15 Core i5 10th Gen,4.3,29,1,NVIDIA GeForce GTX 1650,"15.6 inches Full HD, 2-sided narrow bezel, 120Hz, 250 Nits",Game shift key for Turbo boost of power,In-built Alienware Command center software with enhanced control over system settings,"₹76,990","₹83,557",https://rukminim1.flixcart.com/image/312/312/kqgyhe80/computer/d/l/f/g15-5510-notebook-dell-original-imag4gy96ahhtmvz.jpeg?q=70
DELL Inspiron Core i5 11th Gen,4.2,99,13,Intel Core i5 Processor (11th Gen),16 GB DDR4,512 GB SSD,38.86 cm (15.3 Inch),"₹69,890","₹81,800",https://rukminim1.flixcart.com/image/312/312/ku5ufm80/computer/q/u/6/na-thin-and-light-laptop-dell-original-imag7csrq6zahxx3.jpeg?q=70
Lenovo IdeaPad Gaming 3 Ryzen 5 Hexa Core AMD R5,3.9,8,1,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹69,490","₹95,790",https://rukminim1.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70
DELL Ryzen 7 Octa Core 6800H,0,0,0,AMD Ryzen 7 Octa Core Processor,16 GB DDR5,1 TB SSD,39.62 cm (15.6 Inch),"₹1,58,990","₹2,06,581",https://rukminim1.flixcart.com/image/312/312/l45xea80/computer/7/5/r/g15-5525-gaming-laptop-dell-original-imagf4haxvzux68z.jpeg?q=70
DELL G15 Core i7 11th Gen,0,0,0,NVIDIA GEFORCE RTX 3060,"15.6 inches Full HD, 2-sided narrow bezel, 120Hz, 250 Nits",Game shift key for Turbo boost of power,In-built Alienware Command center software with enhanced control over system settings,"₹1,48,890","₹1,64,900",https://rukminim1.flixcart.com/image/312/312/ku5ufm80/computer/o/d/t/na-gaming-laptop-dell-original-imag7chwnuytxb8e.jpeg?q=70
HP Pavilion Ryzen 5 Hexa Core 5500U,4.4,254,26,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4,512 GB SSD,39.62 cm (15.6 Inch),"₹52,999","₹75,023",https://rukminim1.flixcart.com/image/312/312/ksru0sw0/computer/k/o/e/15-eh1103au-thin-and-light-laptop-hp-original-imag69q3fndch3kz.jpeg?q=70
